county,town,precinct,office,district,candidate,party,votes
WASHINGTON,WARREN,WAS-7,STATE TREASURER,,SHELDON FOLEY,Write-in,1
WINDHAM,VERNON,WDH-1,STATE TREASURER,,BOB DAVIS,Write-in,1
ADDISON,MONKTON,ADD-4,STATE TREASURER,,BLANK,Write-in,1
WINDSOR,WEATHERSFIELD,WDR-2,STATE TREASURER,,STEVE HIER,Write-in,1
RUTLAND,PAWLET,RUT-BEN,STATE TREASURER,,NO NAME,Write-in,1
WASHINGTON,WORCESTER,LAM-WAS,STATE TREASURER,,DONNA WOJTYNA,Write-in,1
WASHINGTON,BARRE TOWN,WAS-2,STATE TREASURER,,LUKE GROUT,Write-in,1
WASHINGTON,BARRE TOWN,WAS-2,STATE TREASURER,,DANIEL KELTY,Write-in,1
WASHINGTON,BARRE TOWN,WAS-2,STATE TREASURER,,JIMMY NEWTON,Write-in,1
WINDHAM,ROCKINGHAM,WDH-3,STATE TREASURER,,KATIE DEARBORN,Write-in,1
RUTLAND,RUTLAND TOWN,RUT-4,STATE TREASURER,,DON TURNER,Write-in,1
CHITTENDEN,SAINT GEORGE,CHI-5-2,STATE TREASURER,,LORI RING,Write-in,1
CHITTENDEN,SAINT GEORGE,CHI-5-2,STATE TREASURER,,ALICE COOPER,Write-in,1
ADDISON,RIPTON,ADD-2,STATE TREASURER,,ERIC BECKER,Write-in,1
CALEDONIA,SAINT JOHNSBURY,CAL-3,STATE TREASURER,,ZUCK ZUCKERMAN,Write-in,1
WASHINGTON,NORTHFIELD,WAS-1,STATE TREASURER,,SEAN RYAN,Write-in,1
ORANGE,TUNBRIDGE,WDR-ORA-1,STATE TREASURER,,ANNE MALLARY,Write-in,1
BENNINGTON,BENNINGTON,BEN-2-2,STATE TREASURER,,JOHN DOW,Write-in,1
WINDSOR,NORWICH,WDR-ORA-2,STATE TREASURER,,"PINELLO, CHRISTINE",Write-in,1
FRANKLIN,GEORGIA,FRA-1,STATE TREASURER,,NICHOLAS HADDEN,Write-in,1
CHITTENDEN,SOUTH BURLINGTON,CHI-7-1,STATE TREASURER,,JORDAN BUTTERFIELD,Write-in,1
ADDISON,SHOREHAM,ADD-RUT,STATE TREASURER,,EATEN,Write-in,1
CHITTENDEN,HINESBURG,CHI-4-2,STATE TREASURER,,STEVEN HERMAN,Write-in,1
WASHINGTON,BERLIN,WAS-1,STATE TREASURER,,EM PAYTON,Write-in,1
WASHINGTON,BERLIN,WAS-1,STATE TREASURER,,H BROOKE PAIGE,Write-in,1
WASHINGTON,WOODBURY,LAM-WAS,STATE TREASURER,,SUSAN REMINGTON,Write-in,1
CHITTENDEN,SOUTH BURLINGTON,CHI-7-4,STATE TREASURER,,ROBERT LYNCH,Write-in,1
CHITTENDEN,SOUTH BURLINGTON,CHI-7-4,STATE TREASURER,,DALE LOHS,Write-in,1
CALEDONIA,BURKE,CAL-4,STATE TREASURER,,DON SCHRAMM,Write-in,1
CALEDONIA,BURKE,CAL-4,STATE TREASURER,,LINDSEY SCELZA,Write-in,1
ORLEANS,DERBY,ORL-1,STATE TREASURER,,TIM MAPLE,Write-in,1
CHITTENDEN,WINOOSKI,CHI-6-7,STATE TREASURER,,RON PAUL,Write-in,1
CHITTENDEN,JERICHO,CHI-3,STATE TREASURER,,JEON JUNKOOK,Write-in,1
CHITTENDEN,JERICHO,CHI-3,STATE TREASURER,,STEVE MARTIN,Write-in,1
CHITTENDEN,WILLISTON,CHI-2,STATE TREASURER,,ELIZABETH LAW,Write-in,1
BENNINGTON,BENNINGTON,BEN-2-1,STATE TREASURER,,RUSSELL BESTE,Write-in,1
BENNINGTON,BENNINGTON,BEN-2-1,STATE TREASURER,,BEVERLY LITT,Write-in,1
WASHINGTON,WATERBURY,WAS-CHI,STATE TREASURER,,JOHN BOOTH,Write-in,1
FRANKLIN,ENOSBURGH,FRA-7,STATE TREASURER,,BOBBY YOUNG,Write-in,1
CALEDONIA,BARNET,CAL-1,STATE TREASURER,,GWENDYLN HALLSMITH,Write-in,1
CALEDONIA,LYNDON,CAL-4,STATE TREASURER,,DOUG HOFFER,Write-in,1
ORANGE,BRADFORD,ORA-2,STATE TREASURER,,ROBERT J. MAUNDER WELCH,Write-in,1
ADDISON,MIDDLEBURY,ADD-1,STATE TREASURER,,JEN DAVIS,Write-in,1
ADDISON,MIDDLEBURY,ADD-1,STATE TREASURER,,ANDREW H. YARBROUGH,Write-in,1
WASHINGTON,PLAINFIELD,WAS-6,STATE TREASURER,,GWEN HALLSMITH,Write-in,1
WASHINGTON,PLAINFIELD,WAS-6,STATE TREASURER,,SARAH CARPENTER,Write-in,1
CHITTENDEN,SOUTH BURLINGTON,CHI-7-3,STATE TREASURER,,JASON CONNOR,Write-in,1
WINDHAM,PUTNEY,WDH-4,STATE TREASURER,,JIM HOGUE,Write-in,1
WINDHAM,PUTNEY,WDH-4,STATE TREASURER,,PATTI ZARELLA,Write-in,1
WINDSOR,ROYALTON,WDR-ORA-1,STATE TREASURER,,MARIE BLAKE,Write-in,1
RUTLAND,CLARENDON,RUT-2,STATE TREASURER,,BOGDON POPA,Write-in,1
WASHINGTON,CABOT,CAL-WAS,STATE TREASURER,,DOUG HOFFER,Write-in,1
WASHINGTON,MARSHFIELD,WAS-6,STATE TREASURER,,MARY COLLINS,Write-in,1
WINDSOR,SPRINGFIELD,WDR-3-2,STATE TREASURER,,BERNIE SANDERS,Write-in,1
WINDSOR,SPRINGFIELD,WDR-3-2,STATE TREASURER,,JEFF MOBUS,Write-in,1
WINDSOR,SPRINGFIELD,WDR-3-2,STATE TREASURER,,KEITH ALBEE,Write-in,1
RUTLAND,BRANDON,RUT-6,STATE TREASURER,,LARRY MAHONEY,Write-in,1
CHITTENDEN,MILTON,CHI-10,STATE TREASURER,,JOH PARTY,Write-in,1
CHITTENDEN,MILTON,CHI-10,STATE TREASURER,,JOHN GRETOWSKI,Write-in,1
ORANGE,RANDOLPH,ORA-WAS-ADD,STATE TREASURER,,AARON SETTLES,Write-in,1
WINDHAM,BRATTLEBORO,WDH-2-3,STATE TREASURER,,KAYLA CAREY,Write-in,1
CHITTENDEN,COLCHESTER,CHI-9-2,STATE TREASURER,,DOUG CHEESEMAN,Write-in,1
CHITTENDEN,COLCHESTER,CHI-9-2,STATE TREASURER,,WILL ANDREWS,Write-in,1
CHITTENDEN,BURLINGTON,CHI-6-1,STATE TREASURER,,JAMES DOUGLAS,Write-in,1
CHITTENDEN,BURLINGTON,CHI-6-1,STATE TREASURER,,TOPHER MANGAN,Write-in,2
CHITTENDEN,BURLINGTON,CHI-6-1,STATE TREASURER,,POLLY MANGAN,Write-in,2
LAMOILLE,MORRISTOWN,LAM-WAS,STATE TREASURER,,H. KIZER,Write-in,1
LAMOILLE,JOHNSON,LAM-2,STATE TREASURER,,BETH PEARCE,Write-in,1
LAMOILLE,JOHNSON,LAM-2,STATE TREASURER,,DEBBIE KOBUS,Write-in,1
ADDISON,VERGENNES,ADD-3,STATE TREASURER,,ATHENA PAUL,Write-in,1
RUTLAND,CASTLETON,RUT-3,STATE TREASURER,,DONALD TRUMP,Write-in,1
RUTLAND,RUTLAND CITY,RUT-5-1,STATE TREASURER,,WENDY WILTON,Write-in,3
CHITTENDEN,BURLINGTON,CHI-6-2,STATE TREASURER,,JAKOB MCEWIN,Write-in,1
CHITTENDEN,BURLINGTON,CHI-6-2,STATE TREASURER,,DON SCHRAMM,Write-in,1
CHITTENDEN,BURLINGTON,CHI-6-2,STATE TREASURER,,HUNTER HAYES,Write-in,1
RUTLAND,RUTLAND CITY,RUT-5-2,STATE TREASURER,,O9THERS,Write-in,3
GRAND ISLE,GRAND ISLE,GI-CHI,STATE TREASURER,,RON BUSHWAY,Write-in,2
RUTLAND,RUTLAND CITY,RUT-5-3,STATE TREASURER,,UNKNOWN,Write-in,5
LAMOILLE,CAMBRIDGE,LAM-3,STATE TREASURER,,H BROOKE PAIGE,Write-in,1
LAMOILLE,CAMBRIDGE,LAM-3,STATE TREASURER,,RICHARD MORTON,Write-in,1
WASHINGTON,BARRE CITY,WAS-3,STATE TREASURER,,PAUL SAMSON,Write-in,1
WASHINGTON,BARRE CITY,WAS-3,STATE TREASURER,,KYLE DUFF-LAWSON,Write-in,1
CHITTENDEN,BURLINGTON,CHI-6-3,STATE TREASURER,,SCOTIA JORDAN,Write-in,1
CHITTENDEN,BURLINGTON,CHI-6-3,STATE TREASURER,,CURTIS BEHRE,Write-in,1
CHITTENDEN,BURLINGTON,CHI-6-3,STATE TREASURER,,LOYAL PLOOF,Write-in,1
CHITTENDEN,BURLINGTON,CHI-6-3,STATE TREASURER,,HANS VOEGEK,Write-in,1
CHITTENDEN,BURLINGTON,CHI-6-3,STATE TREASURER,,PHIL JACKSON,Write-in,1
CHITTENDEN,SHELBURNE,CHI-5-1,STATE TREASURER,,PAUL LAUA,Write-in,1
WINDHAM,DOVER,WDH-BEN,STATE TREASURER,,SONNY BROWN,Write-in,1
CALEDONIA,KIRBY,ESX-CAL,STATE TREASURER,,WENDY WILLTON,Write-in,1
CHITTENDEN,BURLINGTON,CHI-6-4,STATE TREASURER,,SELENE COLBURNE,Write-in,1
CHITTENDEN,BURLINGTON,CHI-6-4,STATE TREASURER,,SARANG MURTHY,Write-in,1
CHITTENDEN,BURLINGTON,CHI-6-4,STATE TREASURER,,AARON SCHWATRZ,Write-in,1
CHITTENDEN,BURLINGTON,CHI-6-4,STATE TREASURER,,DOUG STONE,Write-in,1
CHITTENDEN,SHELBURNE,CHI-5-2,STATE TREASURER,,DIDI MCCORMICK,Write-in,1
CHITTENDEN,BURLINGTON,CHI-6-5,STATE TREASURER,,BILL GREER,Write-in,1
CHITTENDEN,BURLINGTON,CHI-6-5,STATE TREASURER,,PAT DUPRAS,Write-in,1
CHITTENDEN,BURLINGTON,CHI-6-5,STATE TREASURER,,VERMIN SUPREME,Write-in,1
CHITTENDEN,BURLINGTON,CHI-6-5,STATE TREASURER,,SIMON MENDENHALL,Write-in,1
CHITTENDEN,BURLINGTON,CHI-6-5,STATE TREASURER,,CELIA DALY,Write-in,1
WASHINGTON,WAITSFIELD,WAS-7,STATE TREASURER,,ERIC GALLO,Write-in,1
CHITTENDEN,BURLINGTON,CHI-6-6,STATE TREASURER,,H. ANGOLONO,Write-in,1
CHITTENDEN,BURLINGTON,CHI-6-6,STATE TREASURER,,BILL MCKIBBEN,Write-in,1
CHITTENDEN,BURLINGTON,CHI-6-6,STATE TREASURER,,ANDREW ORRINGER,Write-in,1
CHITTENDEN,ESSEX,CHI-8-2,STATE TREASURER,,ELIZABETH DEROUCHIE,Write-in,1
LAMOILLE,STOWE,LAM-1,STATE TREASURER,,MICHAEL THOMAS,Write-in,1
LAMOILLE,STOWE,LAM-1,STATE TREASURER,,WENDY WILTON,Write-in,1
LAMOILLE,STOWE,LAM-1,STATE TREASURER,,MARK DOEHLA,Write-in,1
LAMOILLE,STOWE,LAM-1,STATE TREASURER,,JOHN ROLFE,Write-in,1
WINDSOR,HARTFORD,WDR-4-1,STATE TREASURER,,DURIN DOBBS,Write-in,1
ADDISON,ADDISON,ADD-3,STATE TREASURER,,OTHER WRITE IN,,0
ORLEANS,ALBANY,ORL-CAL,STATE TREASURER,,OTHER WRITE IN,,0
GRAND ISLE,ALBURGH,GI-CHI,STATE TREASURER,,OTHER WRITE IN,,0
WINDSOR,ANDOVER,WDR-3-1,STATE TREASURER,,OTHER WRITE IN,,0
BENNINGTON,ARLINGTON,BEN-4,STATE TREASURER,,OTHER WRITE IN,,0
WINDHAM,ATHENS,WDH-3,STATE TREASURER,,OTHER WRITE IN,,0
FRANKLIN,BAKERSFIELD,FRA-6,STATE TREASURER,,OTHER WRITE IN,,0
WINDSOR,BALTIMORE,WDR-3-1,STATE TREASURER,,OTHER WRITE IN,,0
WINDSOR,BARNARD,WDR-4-1,STATE TREASURER,,OTHER WRITE IN,,0
CALEDONIA,BARNET,CAL-1,STATE TREASURER,,OTHER WRITE IN,,0
WASHINGTON,BARRE CITY,WAS-3,STATE TREASURER,,OTHER WRITE IN,,0
WASHINGTON,BARRE TOWN,WAS-2,STATE TREASURER,,OTHER WRITE IN,,0
ORLEANS,BARTON,ORL-CAL,STATE TREASURER,,OTHER WRITE IN,,0
LAMOILLE,BELVIDERE,LAM-2,STATE TREASURER,,OTHER WRITE IN,,0
BENNINGTON,BENNINGTON,BEN-2-1,STATE TREASURER,,OTHER WRITE IN,,0
BENNINGTON,BENNINGTON,BEN-2-2,STATE TREASURER,,OTHER WRITE IN,,0
RUTLAND,BENSON,ADD-RUT,STATE TREASURER,,OTHER WRITE IN,,0
FRANKLIN,BERKSHIRE,FRA-5,STATE TREASURER,,OTHER WRITE IN,,0
WASHINGTON,BERLIN,WAS-1,STATE TREASURER,,OTHER WRITE IN,,0
WINDSOR,BETHEL,WDR-RUT,STATE TREASURER,,OTHER WRITE IN,,0
ESSEX,BLOOMFIELD,ESX-CAL-ORL,STATE TREASURER,,OTHER WRITE IN,,0
CHITTENDEN,BOLTON,WAS-CHI,STATE TREASURER,,OTHER WRITE IN,,0
ORANGE,BRADFORD,ORA-2,STATE TREASURER,,OTHER WRITE IN,,0
ORANGE,BRAINTREE,ORA-WAS-ADD,STATE TREASURER,,OTHER WRITE IN,,0
RUTLAND,BRANDON,RUT-6,STATE TREASURER,,OTHER WRITE IN,,0
WINDHAM,BRATTLEBORO,WDH-2-1,STATE TREASURER,,OTHER WRITE IN,,0
WINDHAM,BRATTLEBORO,WDH-2-2,STATE TREASURER,,OTHER WRITE IN,,0
WINDHAM,BRATTLEBORO,WDH-2-3,STATE TREASURER,,OTHER WRITE IN,,0
WINDSOR,BRIDGEWATER,RUT-WDR-1,STATE TREASURER,,OTHER WRITE IN,,0
ADDISON,BRIDPORT,ADD-5,STATE TREASURER,,OTHER WRITE IN,,0
ESSEX,BRIGHTON,ESX-CAL-ORL,STATE TREASURER,,OTHER WRITE IN,,0
ADDISON,BRISTOL,ADD-4,STATE TREASURER,,OTHER WRITE IN,,0
ORANGE,BROOKFIELD,ORA-WAS-ADD,STATE TREASURER,,OTHER WRITE IN,,0
WINDHAM,BROOKLINE,WDH-3,STATE TREASURER,,OTHER WRITE IN,,0
ORLEANS,BROWNINGTON,ORL-1,STATE TREASURER,,OTHER WRITE IN,,0
ESSEX,BRUNSWICK,ESX-CAL,STATE TREASURER,,OTHER WRITE IN,,0
CALEDONIA,BURKE,CAL-4,STATE TREASURER,,OTHER WRITE IN,,0
CHITTENDEN,BURLINGTON,CHI-6-1,STATE TREASURER,,OTHER WRITE IN,,0
CHITTENDEN,BURLINGTON,CHI-6-2,STATE TREASURER,,OTHER WRITE IN,,0
CHITTENDEN,BURLINGTON,CHI-6-3,STATE TREASURER,,OTHER WRITE IN,,0
CHITTENDEN,BURLINGTON,CHI-6-4,STATE TREASURER,,OTHER WRITE IN,,0
CHITTENDEN,BURLINGTON,CHI-6-5,STATE TREASURER,,OTHER WRITE IN,,0
CHITTENDEN,BURLINGTON,CHI-6-6,STATE TREASURER,,OTHER WRITE IN,,0
CHITTENDEN,BURLINGTON,CHI-6-7,STATE TREASURER,,OTHER WRITE IN,,0
WASHINGTON,CABOT,CAL-WAS,STATE TREASURER,,OTHER WRITE IN,,0
WASHINGTON,CALAIS,WAS-6,STATE TREASURER,,OTHER WRITE IN,,0
LAMOILLE,CAMBRIDGE,LAM-3,STATE TREASURER,,OTHER WRITE IN,,0
ESSEX,CANAAN,ESX-CAL-ORL,STATE TREASURER,,OTHER WRITE IN,,0
RUTLAND,CASTLETON,RUT-3,STATE TREASURER,,OTHER WRITE IN,,0
WINDSOR,CAVENDISH,WDR-2,STATE TREASURER,,OTHER WRITE IN,,0
ORLEANS,CHARLESTON,ORL-1,STATE TREASURER,,OTHER WRITE IN,,0
CHITTENDEN,CHARLOTTE,CHI-4-1,STATE TREASURER,,OTHER WRITE IN,,0
ORANGE,CHELSEA,ORA-1,STATE TREASURER,,OTHER WRITE IN,,0
WINDSOR,CHESTER,WDR-3-1,STATE TREASURER,,OTHER WRITE IN,,0
RUTLAND,CHITTENDEN,RUT-WDR-1,STATE TREASURER,,OTHER WRITE IN,,0
RUTLAND,CLARENDON,RUT-2,STATE TREASURER,,OTHER WRITE IN,,0
CHITTENDEN,COLCHESTER,CHI-9-1,STATE TREASURER,,OTHER WRITE IN,,0
CHITTENDEN,COLCHESTER,CHI-9-2,STATE TREASURER,,OTHER WRITE IN,,3
ESSEX,CONCORD,ESX-CAL,STATE TREASURER,,OTHER WRITE IN,,0
ORANGE,CORINTH,ORA-1,STATE TREASURER,,OTHER WRITE IN,,0
ADDISON,CORNWALL,ADD-2,STATE TREASURER,,OTHER WRITE IN,,0
ORLEANS,COVENTRY,ORL-2,STATE TREASURER,,OTHER WRITE IN,,0
ORLEANS,CRAFTSBURY,ORL-CAL,STATE TREASURER,,OTHER WRITE IN,,0
RUTLAND,DANBY,BEN-RUT,STATE TREASURER,,OTHER WRITE IN,,0
CALEDONIA,DANVILLE,CAL-WAS,STATE TREASURER,,OTHER WRITE IN,,0
ORLEANS,DERBY,ORL-1,STATE TREASURER,,OTHER WRITE IN,,0
BENNINGTON,DORSET,BEN-RUT,STATE TREASURER,,OTHER WRITE IN,,0
WINDHAM,DOVER,WDH-BEN,STATE TREASURER,,OTHER WRITE IN,,0
WINDHAM,DUMMERSTON,WDH-4,STATE TREASURER,,OTHER WRITE IN,,0
WASHINGTON,DUXBURY,WAS-7,STATE TREASURER,,OTHER WRITE IN,,0
ESSEX,EAST HAVEN,ESX-CAL-ORL,STATE TREASURER,,OTHER WRITE IN,,0
WASHINGTON,EAST MONTPELIER,WAS-5,STATE TREASURER,,OTHER WRITE IN,,1
LAMOILLE,EDEN,ORL-LAM,STATE TREASURER,,OTHER WRITE IN,,0
LAMOILLE,ELMORE,LAM-WAS,STATE TREASURER,,OTHER WRITE IN,,0
FRANKLIN,ENOSBURGH,FRA-7,STATE TREASURER,,OTHER WRITE IN,,0
CHITTENDEN,ESSEX,CHI-8-1,STATE TREASURER,,OTHER WRITE IN,,0
CHITTENDEN,ESSEX,CHI-8-2,STATE TREASURER,,OTHER WRITE IN,,0
CHITTENDEN,ESSEX,CHI-8-3,STATE TREASURER,,OTHER WRITE IN,,0
RUTLAND,FAIR HAVEN,RUT-3,STATE TREASURER,,OTHER WRITE IN,,0
FRANKLIN,FAIRFAX,FRA-2,STATE TREASURER,,OTHER WRITE IN,,0
FRANKLIN,FAIRFIELD,FRA-6,STATE TREASURER,,OTHER WRITE IN,,0
ORANGE,FAIRLEE,ORA-2,STATE TREASURER,,OTHER WRITE IN,,0
WASHINGTON,FAYSTON,WAS-7,STATE TREASURER,,OTHER WRITE IN,,0
ADDISON,FERRISBURGH,ADD-3,STATE TREASURER,,OTHER WRITE IN,,0
FRANKLIN,FLETCHER,FRA-6,STATE TREASURER,,OTHER WRITE IN,,0
FRANKLIN,FRANKLIN,FRA-5,STATE TREASURER,,OTHER WRITE IN,,0
FRANKLIN,GEORGIA,FRA-1,STATE TREASURER,,OTHER WRITE IN,,0
ORLEANS,GLOVER,ORL-CAL,STATE TREASURER,,OTHER WRITE IN,,0
ADDISON,GOSHEN,ADD-2,STATE TREASURER,,OTHER WRITE IN,,0
WINDHAM,GRAFTON,WDH-3,STATE TREASURER,,OTHER WRITE IN,,0
ESSEX,GRANBY,ESX-CAL,STATE TREASURER,,OTHER WRITE IN,,0
GRAND ISLE,GRAND ISLE,GI-CHI,STATE TREASURER,,OTHER WRITE IN,,0
ADDISON,GRANVILLE,ORA-WAS-ADD,STATE TREASURER,,OTHER WRITE IN,,0
ORLEANS,GREENSBORO,ORL-CAL,STATE TREASURER,,OTHER WRITE IN,,0
CALEDONIA,GROTON,ORA-CAL,STATE TREASURER,,OTHER WRITE IN,,1
ESSEX,GUILDHALL,ESX-CAL,STATE TREASURER,,OTHER WRITE IN,,0
WINDHAM,GUILFORD,WDH-1,STATE TREASURER,,OTHER WRITE IN,,0
WINDHAM,HALIFAX,WDH-6,STATE TREASURER,,OTHER WRITE IN,,0
ADDISON,HANCOCK,ADD-2,STATE TREASURER,,OTHER WRITE IN,,0
CALEDONIA,HARDWICK,CAL-2,STATE TREASURER,,OTHER WRITE IN,,0
WINDSOR,HARTFORD,WDR-4-1,STATE TREASURER,,OTHER WRITE IN,,0
WINDSOR,HARTFORD,WDR-4-2,STATE TREASURER,,OTHER WRITE IN,,3
WINDSOR,HARTLAND,WDR-1,STATE TREASURER,,OTHER WRITE IN,,2
FRANKLIN,HIGHGATE,FRA-5,STATE TREASURER,,OTHER WRITE IN,,0
CHITTENDEN,HINESBURG,CHI-4-1,STATE TREASURER,,OTHER WRITE IN,,0
CHITTENDEN,HINESBURG,CHI-4-2,STATE TREASURER,,OTHER WRITE IN,,0
ORLEANS,HOLLAND,ORL-1,STATE TREASURER,,OTHER WRITE IN,,0
RUTLAND,HUBBARDTON,RUT-3,STATE TREASURER,,OTHER WRITE IN,,0
CHITTENDEN,HUNTINGTON,WAS-CHI,STATE TREASURER,,OTHER WRITE IN,,0
LAMOILLE,HYDE PARK,LAM-2,STATE TREASURER,,OTHER WRITE IN,,0
RUTLAND,IRA,RUT-1,STATE TREASURER,,OTHER WRITE IN,,0
ORLEANS,IRASBURG,ORL-2,STATE TREASURER,,OTHER WRITE IN,,0
GRAND ISLE,ISLE LA MOTTE,GI-CHI,STATE TREASURER,,OTHER WRITE IN,,0
WINDHAM,JAMAICA,WDH-BEN-WDR,STATE TREASURER,,OTHER WRITE IN,,0
ORLEANS,JAY,ORL-LAM,STATE TREASURER,,OTHER WRITE IN,,0
CHITTENDEN,JERICHO,CHI-3,STATE TREASURER,,OTHER WRITE IN,,0
LAMOILLE,JOHNSON,LAM-2,STATE TREASURER,,OTHER WRITE IN,,0
RUTLAND,KILLINGTON,RUT-WDR-1,STATE TREASURER,,OTHER WRITE IN,,0
CALEDONIA,KIRBY,ESX-CAL,STATE TREASURER,,OTHER WRITE IN,,0
BENNINGTON,LANDGROVE,BEN-RUT,STATE TREASURER,,OTHER WRITE IN,,0
ADDISON,LEICESTER,ADD-2,STATE TREASURER,,OTHER WRITE IN,,0
ESSEX,LEMINGTON,ESX-CAL-ORL,STATE TREASURER,,OTHER WRITE IN,,0
ADDISON,LINCOLN,ADD-4,STATE TREASURER,,OTHER WRITE IN,,0
WINDHAM,LONDONDERRY,WDH-BEN-WDR,STATE TREASURER,,OTHER WRITE IN,,0
ORLEANS,LOWELL,ORL-LAM,STATE TREASURER,,OTHER WRITE IN,,0
WINDSOR,LUDLOW,RUT-WDR-2,STATE TREASURER,,OTHER WRITE IN,,0
ESSEX,LUNENBURG,ESX-CAL,STATE TREASURER,,OTHER WRITE IN,,1
CALEDONIA,LYNDON,CAL-4,STATE TREASURER,,OTHER WRITE IN,,0
ESSEX,MAIDSTONE,ESX-CAL,STATE TREASURER,,OTHER WRITE IN,,0
BENNINGTON,MANCHESTER,BEN-4,STATE TREASURER,,OTHER WRITE IN,,0
WINDHAM,MARLBORO,WDH-5,STATE TREASURER,,OTHER WRITE IN,,0
WASHINGTON,MARSHFIELD,WAS-6,STATE TREASURER,,OTHER WRITE IN,,0
RUTLAND,MENDON,RUT-WDR-1,STATE TREASURER,,OTHER WRITE IN,,0
ADDISON,MIDDLEBURY,ADD-1,STATE TREASURER,,OTHER WRITE IN,,0
WASHINGTON,MIDDLESEX,WAS-5,STATE TREASURER,,OTHER WRITE IN,,0
RUTLAND,MIDDLETOWN SPRINGS,RUT-BEN,STATE TREASURER,,OTHER WRITE IN,,0
CHITTENDEN,MILTON,CHI-10,STATE TREASURER,,OTHER WRITE IN,,0
CHITTENDEN,MILTON,GI-CHI,STATE TREASURER,,OTHER WRITE IN,,0
ADDISON,MONKTON,ADD-4,STATE TREASURER,,OTHER WRITE IN,,0
FRANKLIN,MONTGOMERY,FRA-7,STATE TREASURER,,OTHER WRITE IN,,0
WASHINGTON,MONTPELIER,WAS-4,STATE TREASURER,,OTHER WRITE IN,,4
WASHINGTON,MORETOWN,WAS-7,STATE TREASURER,,OTHER WRITE IN,,0
ORLEANS,MORGAN,ORL-1,STATE TREASURER,,OTHER WRITE IN,,0
LAMOILLE,MORRISTOWN,LAM-WAS,STATE TREASURER,,OTHER WRITE IN,,0
RUTLAND,MOUNT HOLLY,RUT-WDR-2,STATE TREASURER,,OTHER WRITE IN,,0
RUTLAND,MOUNT TABOR,BEN-RUT,STATE TREASURER,,OTHER WRITE IN,,0
ADDISON,NEW HAVEN,ADD-5,STATE TREASURER,,OTHER WRITE IN,,0
CALEDONIA,NEWARK,ESX-CAL-ORL,STATE TREASURER,,OTHER WRITE IN,,0
ORANGE,NEWBURY,ORA-CAL,STATE TREASURER,,OTHER WRITE IN,,1
WINDHAM,NEWFANE,WDH-5,STATE TREASURER,,OTHER WRITE IN,,0
ORLEANS,NEWPORT CITY,ORL-2,STATE TREASURER,,OTHER WRITE IN,,0
ORLEANS,NEWPORT TOWN,ORL-2,STATE TREASURER,,OTHER WRITE IN,,0
GRAND ISLE,NORTH HERO,GI-CHI,STATE TREASURER,,OTHER WRITE IN,,0
WASHINGTON,NORTHFIELD,WAS-1,STATE TREASURER,,OTHER WRITE IN,,0
ESSEX,NORTON,ESX-CAL-ORL,STATE TREASURER,,OTHER WRITE IN,,0
WINDSOR,NORWICH,WDR-ORA-2,STATE TREASURER,,OTHER WRITE IN,,0
ORANGE,ORANGE,ORA-1,STATE TREASURER,,OTHER WRITE IN,,0
ADDISON,ORWELL,ADD-RUT,STATE TREASURER,,OTHER WRITE IN,,0
ADDISON,PANTON,ADD-3,STATE TREASURER,,OTHER WRITE IN,,0
RUTLAND,PAWLET,RUT-BEN,STATE TREASURER,,OTHER WRITE IN,,0
CALEDONIA,PEACHAM,CAL-WAS,STATE TREASURER,,OTHER WRITE IN,,0
BENNINGTON,PERU,BEN-RUT,STATE TREASURER,,OTHER WRITE IN,,0
RUTLAND,PITTSFIELD,WDR-RUT,STATE TREASURER,,OTHER WRITE IN,,0
RUTLAND,PITTSFORD,RUT-6,STATE TREASURER,,OTHER WRITE IN,,0
WASHINGTON,PLAINFIELD,WAS-6,STATE TREASURER,,OTHER WRITE IN,,0
WINDSOR,PLYMOUTH,WDR-5,STATE TREASURER,,OTHER WRITE IN,,0
WINDSOR,POMFRET,WDR-4-1,STATE TREASURER,,OTHER WRITE IN,,0
RUTLAND,POULTNEY,RUT-1,STATE TREASURER,,OTHER WRITE IN,,0
BENNINGTON,POWNAL,BEN-1,STATE TREASURER,,OTHER WRITE IN,,0
RUTLAND,PROCTOR,RUT-2,STATE TREASURER,,OTHER WRITE IN,,0
WINDHAM,PUTNEY,WDH-4,STATE TREASURER,,OTHER WRITE IN,,0
ORANGE,RANDOLPH,ORA-WAS-ADD,STATE TREASURER,,OTHER WRITE IN,,0
WINDSOR,READING,WDR-5,STATE TREASURER,,OTHER WRITE IN,,0
BENNINGTON,READSBORO,WDH-BEN,STATE TREASURER,,OTHER WRITE IN,,0
FRANKLIN,RICHFORD,FRA-5,STATE TREASURER,,OTHER WRITE IN,,0
CHITTENDEN,RICHMOND,CHI-1,STATE TREASURER,,OTHER WRITE IN,,0
ADDISON,RIPTON,ADD-2,STATE TREASURER,,OTHER WRITE IN,,0
WINDSOR,ROCHESTER,WDR-RUT,STATE TREASURER,,OTHER WRITE IN,,0
WINDHAM,ROCKINGHAM,WDH-3,STATE TREASURER,,OTHER WRITE IN,,0
WASHINGTON,ROXBURY,ORA-WAS-ADD,STATE TREASURER,,OTHER WRITE IN,,0
WINDSOR,ROYALTON,WDR-ORA-1,STATE TREASURER,,OTHER WRITE IN,,0
BENNINGTON,RUPERT,RUT-BEN,STATE TREASURER,,OTHER WRITE IN,,0
